nodeID,newID,nodeType,nodeValue
26850,390,Neural_Networks,20
27174,391,Neural_Networks,3
27199,392,Theory,18
27203,393,Theory,6
27230,394,Rule_Learning,23
27241,395,Theory,22
27243,396,Theory,16
27246,397,Neural_Networks,20
27249,398,Theory,14
27250,399,Theory,17
27510,400,Theory,23
27514,401,Neural_Networks,6
27530,402,Neural_Networks,24
27531,403,Neural_Networks,24
27535,404,Probabilistic_Methods,23
27543,405,Neural_Networks,23
27606,406,Theory,9
27612,407,Theory,22
27623,408,Neural_Networks,19
27627,409,Theory,25
27631,410,Case_Based,18
27632,411,Reinforcement_Learning,18
27895,412,Theory,23
28026,413,Case_Based,19
28202,414,Reinforcement_Learning,17
28227,415,Reinforcement_Learning,20
28230,416,Probabilistic_Methods,10
28249,417,Reinforcement_Learning,26
28254,418,Neural_Networks,21
28265,419,Case_Based,20
28267,420,Case_Based,17
28278,421,Reinforcement_Learning,7
28287,422,Reinforcement_Learning,17
28290,423,Reinforcement_Learning,25
28336,424,Genetic_Algorithms,19
28350,425,Reinforcement_Learning,18
28359,426,Reinforcement_Learning,15
28385,427,Reinforcement_Learning,20
28387,428,Reinforcement_Learning,4
28389,429,Reinforcement_Learning,15
28412,430,Reinforcement_Learning,22
28447,431,Case_Based,22
28456,432,Theory,22
28471,433,Reinforcement_Learning,19
28473,434,Reinforcement_Learning,11
28485,435,Reinforcement_Learning,21
28487,436,Reinforcement_Learning,22
28489,437,Reinforcement_Learning,23
28491,438,Reinforcement_Learning,18
28504,439,Reinforcement_Learning,16
28542,440,Reinforcement_Learning,8
28632,441,Theory,15
28640,442,Theory,19
28641,443,Theory,19
28649,444,Theory,18
28674,445,Theory,21
28851,446,Genetic_Algorithms,23
28957,447,Probabilistic_Methods,16
28964,448,Probabilistic_Methods,24
29492,449,Neural_Networks,25
29708,450,Neural_Networks,18
29723,451,Probabilistic_Methods,23
29738,452,Probabilistic_Methods,20
30817,453,Neural_Networks,15
30895,454,Theory,23
30901,455,Theory,24
30934,456,Theory,17
30973,457,Neural_Networks,23
31043,458,Neural_Networks,18
31055,459,Neural_Networks,18
31083,460,Theory,20
31097,461,Case_Based,20
31105,462,Neural_Networks,23
31336,463,Neural_Networks,10
31349,464,Neural_Networks,20
31353,465,Neural_Networks,20
31479,466,Probabilistic_Methods,18
31483,467,Probabilistic_Methods,19
31489,468,Probabilistic_Methods,21
31769,469,Neural_Networks,22
31863,470,Probabilistic_Methods,17
31927,471,Neural_Networks,14
31932,472,Neural_Networks,21
32083,473,Neural_Networks,23
32260,474,Theory,22
32276,475,Theory,17
32688,476,Neural_Networks,16
32698,477,Probabilistic_Methods,19
32872,478,Reinforcement_Learning,22
33013,479,Reinforcement_Learning,21
33231,480,Probabilistic_Methods,9
33301,481,Case_Based,4
33303,482,Case_Based,13
33325,483,Theory,21
33412,484,Neural_Networks,18
33818,485,Neural_Networks,22
33823,486,Neural_Networks,24
33895,487,Genetic_Algorithms,15
33904,488,Genetic_Algorithms,3
33907,489,Genetic_Algorithms,18
34082,490,Probabilistic_Methods,21
34257,491,Neural_Networks,25
34263,492,Neural_Networks,18
34266,493,Neural_Networks,24
34315,494,Neural_Networks,5
34355,495,Neural_Networks,5
34708,496,Neural_Networks,20
34961,497,Neural_Networks,20
34979,498,Theory,12
35061,499,Genetic_Algorithms,20
35070,500,Case_Based,20
35335,501,Neural_Networks,21
35343,502,Neural_Networks,20
35490,503,Case_Based,19
35778,504,Probabilistic_Methods,23
35797,505,Neural_Networks,20
35852,506,Reinforcement_Learning,25
35854,507,Theory,22
35863,508,Reinforcement_Learning,16
35905,509,Neural_Networks,22
35922,510,Probabilistic_Methods,19
36131,511,Probabilistic_Methods,3
36140,512,Theory,20
36145,513,Neural_Networks,19
36162,514,Probabilistic_Methods,19
36167,515,Reinforcement_Learning,19
36620,516,Case_Based,21
36802,517,Probabilistic_Methods,19
37483,518,Case_Based,20
37541,519,Theory,11
37879,520,Probabilistic_Methods,7
37884,521,Probabilistic_Methods,3
37888,522,Probabilistic_Methods,18
37998,523,Rule_Learning,3
38000,524,Rule_Learning,5
38205,525,Genetic_Algorithms,23
38480,526,Reinforcement_Learning,20
38537,527,Probabilistic_Methods,11
38722,528,Theory,22
38771,529,Neural_Networks,17
38829,530,Case_Based,14
38839,531,Case_Based,2
38845,532,Case_Based,10
38846,533,Case_Based,4
39124,534,Case_Based,17
39126,535,Probabilistic_Methods,27
39127,536,Rule_Learning,21
39130,537,Case_Based,7
39131,538,Case_Based,5
39165,539,Probabilistic_Methods,4
39199,540,Neural_Networks,22
39210,541,Neural_Networks,19
39403,542,Reinforcement_Learning,14
39474,543,Genetic_Algorithms,21
39890,544,Probabilistic_Methods,22
39904,545,Neural_Networks,18
40124,546,Theory,19
40125,547,Probabilistic_Methods,2
40131,548,Neural_Networks,20
40135,549,Neural_Networks,20
40151,550,Theory,20
40583,551,Probabilistic_Methods,5
40605,552,Probabilistic_Methods,20
40886,553,Neural_Networks,12
40922,554,Case_Based,23
41216,555,Neural_Networks,20
41417,556,Case_Based,23
41666,557,Theory,25
41714,558,Genetic_Algorithms,23
41732,559,Reinforcement_Learning,6
42156,560,Neural_Networks,22
42207,561,Theory,4
42209,562,Theory,24
42221,563,Theory,23
42847,564,Neural_Networks,20
42848,565,Genetic_Algorithms,22
43165,566,Neural_Networks,23
43186,567,Neural_Networks,17
43639,568,Neural_Networks,25
43698,569,Neural_Networks,19
44017,570,Theory,21
44121,571,Probabilistic_Methods,19
44368,572,Genetic_Algorithms,7
44455,573,Genetic_Algorithms,20
44514,574,Neural_Networks,18
45052,575,Probabilistic_Methods,4
45061,576,Theory,22
45188,577,Theory,20
45189,578,Theory,22
45212,579,Neural_Networks,20
45533,580,Neural_Networks,20
45599,581,Genetic_Algorithms,23
45603,582,Reinforcement_Learning,18
45605,583,Genetic_Algorithms,15
46079,584,Genetic_Algorithms,19
46431,585,Neural_Networks,19
46452,586,Rule_Learning,15
46468,587,Probabilistic_Methods,11
46470,588,Theory,6
46476,589,Rule_Learning,20
46491,590,Theory,10
46500,591,Theory,18
46501,592,Theory,20
46536,593,Neural_Networks,3
46547,594,Theory,6
46887,595,Neural_Networks,17
47570,596,Case_Based,22
47682,597,Neural_Networks,23
47683,598,Case_Based,19
47684,599,Case_Based,21
47839,600,Reinforcement_Learning,19
48066,601,Theory,22
48075,602,Rule_Learning,18
48550,603,Neural_Networks,22
48555,604,Neural_Networks,20
48764,605,Reinforcement_Learning,18
48766,606,Genetic_Algorithms,23
48768,607,Reinforcement_Learning,18
48781,608,Genetic_Algorithms,17
49482,609,Neural_Networks,22
49660,610,Theory,5
49720,611,Probabilistic_Methods,8
49753,612,Probabilistic_Methods,19
49811,613,Theory,23
49843,614,Rule_Learning,17
49844,615,Rule_Learning,20
49847,616,Rule_Learning,19
49895,617,Rule_Learning,17
50336,618,Probabilistic_Methods,22
50337,619,Probabilistic_Methods,22
50354,620,Neural_Networks,2
50381,621,Theory,22
50807,622,Genetic_Algorithms,20
50838,623,Neural_Networks,21
50980,624,Case_Based,19
51045,625,Probabilistic_Methods,18
51049,626,Probabilistic_Methods,25
51052,627,Probabilistic_Methods,22
51180,628,Theory,19
51831,629,Neural_Networks,24
51834,630,Theory,21
51866,631,Theory,11
51879,632,Probabilistic_Methods,24
51909,633,Rule_Learning,20
51934,634,Neural_Networks,5
52000,635,Neural_Networks,24
52003,636,Neural_Networks,20
52007,637,Neural_Networks,19
52515,638,Probabilistic_Methods,24
52784,639,Theory,9
52835,640,Rule_Learning,25
52847,641,Theory,19
53942,642,Theory,25
54129,643,Genetic_Algorithms,22
54131,644,Genetic_Algorithms,19
54132,645,Genetic_Algorithms,21
54550,646,Case_Based,17
54844,647,Theory,23
55403,648,Rule_Learning,21
55770,649,Case_Based,2
55801,650,Case_Based,5
55968,651,Reinforcement_Learning,21
56112,652,Genetic_Algorithms,13
56115,653,Genetic_Algorithms,4
56119,654,Genetic_Algorithms,16
56167,655,Case_Based,20
56708,656,Reinforcement_Learning,25
56709,657,Genetic_Algorithms,19
57119,658,Genetic_Algorithms,17
57764,659,Theory,21
57773,660,Rule_Learning,20
57922,661,Theory,24
57932,662,Neural_Networks,21
57948,663,Theory,23
58268,664,Rule_Learning,22
58436,665,Case_Based,22
58453,666,Genetic_Algorithms,19
58454,667,Case_Based,14
58540,668,Reinforcement_Learning,18
58552,669,Neural_Networks,22
58758,670,Genetic_Algorithms,16
59045,671,Theory,22
59244,672,Case_Based,18
59626,673,Theory,24
59715,674,Genetic_Algorithms,16
59772,675,Neural_Networks,21
59798,676,Neural_Networks,18
60159,677,Neural_Networks,22
60169,678,Neural_Networks,19
60170,679,Neural_Networks,20
60560,680,Neural_Networks,18
60682,681,Case_Based,21
61069,682,Genetic_Algorithms,19
61073,683,Genetic_Algorithms,21
61312,684,Genetic_Algorithms,20
61417,685,Rule_Learning,20
62274,686,Theory,18
62329,687,Genetic_Algorithms,22
62333,688,Neural_Networks,24
62347,689,Reinforcement_Learning,21
62389,690,Case_Based,21
62417,691,Probabilistic_Methods,23
62607,692,Rule_Learning,21
62634,693,Genetic_Algorithms,20
62676,694,Neural_Networks,20
62718,695,Case_Based,21
63477,696,Case_Based,12
63486,697,Theory,20
63549,698,Neural_Networks,24
63812,699,Case_Based,19
63832,700,Genetic_Algorithms,23
63835,701,Case_Based,20
63915,702,Neural_Networks,21
63931,703,Rule_Learning,17
64271,704,Case_Based,9
64319,705,Theory,26
64484,706,Reinforcement_Learning,3
64519,707,Reinforcement_Learning,16
65057,708,Probabilistic_Methods,15
65074,709,Probabilistic_Methods,25
65212,710,Neural_Networks,6
65650,711,Theory,18
65653,712,Theory,19
66556,713,Genetic_Algorithms,17
66563,714,Genetic_Algorithms,14
66564,715,Genetic_Algorithms,20
66594,716,Theory,16
66596,717,Rule_Learning,19
66751,718,Theory,10
66782,719,Rule_Learning,7
66794,720,Probabilistic_Methods,19
66805,721,Genetic_Algorithms,18
66809,722,Reinforcement_Learning,23
66982,723,Neural_Networks,18
66986,724,Neural_Networks,25
66990,725,Neural_Networks,22
67245,726,Neural_Networks,21
67246,727,Neural_Networks,17
67292,728,Neural_Networks,20
67415,729,Theory,21
67584,730,Probabilistic_Methods,23
67633,731,Case_Based,17
68115,732,Case_Based,24
68224,733,Neural_Networks,14
68463,734,Rule_Learning,22
68495,735,Theory,19
68505,736,Theory,19
69198,737,Neural_Networks,25
69284,738,Genetic_Algorithms,22
69296,739,Genetic_Algorithms,18
69392,740,Neural_Networks,10
69397,741,Theory,19
69418,742,Neural_Networks,23
70281,743,Neural_Networks,17
70441,744,Case_Based,4
70442,745,Case_Based,25
70444,746,Case_Based,22
70520,747,Reinforcement_Learning,20
70970,748,Genetic_Algorithms,20
71336,749,Neural_Networks,21
71736,750,Probabilistic_Methods,23
71904,751,Neural_Networks,21
72056,752,Neural_Networks,21
72101,753,Neural_Networks,19
72406,754,Reinforcement_Learning,22
72805,755,Rule_Learning,23
72908,756,Rule_Learning,19
73119,757,Probabilistic_Methods,19
73146,758,Probabilistic_Methods,22
73162,759,Probabilistic_Methods,13
73323,760,Case_Based,9
73327,761,Case_Based,24
73712,762,Neural_Networks,21
73972,763,Case_Based,17
74427,764,Neural_Networks,15
74698,765,Probabilistic_Methods,22
74700,766,Probabilistic_Methods,7
74749,767,Theory,21
74821,768,Probabilistic_Methods,20
74920,769,Probabilistic_Methods,9
74921,770,Probabilistic_Methods,21
74937,771,Neural_Networks,20
74975,772,Case_Based,19
75121,773,Case_Based,5
75318,774,Neural_Networks,18
75674,775,Reinforcement_Learning,20
75691,776,Neural_Networks,20
75693,777,Reinforcement_Learning,3
75694,778,Reinforcement_Learning,22
75695,779,Neural_Networks,20
75969,780,Rule_Learning,5
75972,781,Rule_Learning,13
75983,782,Neural_Networks,5
77108,783,Theory,19
77112,784,Theory,20
77438,785,Probabilistic_Methods,19
77515,786,Theory,21
77758,787,Neural_Networks,20
77826,788,Case_Based,23
77829,789,Case_Based,21
78508,790,Neural_Networks,23
78511,791,Genetic_Algorithms,18
78549,792,Neural_Networks,21
78552,793,Neural_Networks,2
78555,794,Neural_Networks,3
78557,795,Neural_Networks,17
78994,796,Neural_Networks,18
79809,797,Theory,2
79817,798,Probabilistic_Methods,22
80491,799,Neural_Networks,5
80515,800,Neural_Networks,20
80656,801,Neural_Networks,16
81350,802,Reinforcement_Learning,19
81714,803,Case_Based,7
81722,804,Case_Based,18
82087,805,Genetic_Algorithms,21
82090,806,Genetic_Algorithms,21
82098,807,Genetic_Algorithms,15
82664,808,Case_Based,21
82666,809,Case_Based,23
82920,810,Genetic_Algorithms,22
83449,811,Case_Based,20
83461,812,Rule_Learning,24
83725,813,Genetic_Algorithms,23
83746,814,Neural_Networks,21
83826,815,Neural_Networks,16
83847,816,Neural_Networks,25
84020,817,Probabilistic_Methods,23
84021,818,Genetic_Algorithms,21
84459,819,Theory,19
84695,820,Neural_Networks,23
85299,821,Neural_Networks,4
85324,822,Neural_Networks,19
85352,823,Genetic_Algorithms,16
85449,824,Neural_Networks,21
85452,825,Theory,19
85688,826,Rule_Learning,19
86258,827,Theory,25
86359,828,Reinforcement_Learning,18
86840,829,Theory,7
86923,830,Neural_Networks,17
87363,831,Genetic_Algorithms,17
87417,832,Genetic_Algorithms,24
87482,833,Neural_Networks,23
87915,834,Probabilistic_Methods,20
88356,835,Probabilistic_Methods,17
89308,836,Case_Based,23
89335,837,Case_Based,20
89416,838,Probabilistic_Methods,19
89547,839,Theory,30
90470,840,Probabilistic_Methods,5
90655,841,Neural_Networks,25
90888,842,Neural_Networks,20
91038,843,Probabilistic_Methods,20
91581,844,Probabilistic_Methods,21
91852,845,Case_Based,23
91853,846,Case_Based,18
91975,847,Reinforcement_Learning,19
92065,848,Neural_Networks,21
92589,849,Probabilistic_Methods,25
93273,850,Theory,21
93318,851,Neural_Networks,20
93320,852,Reinforcement_Learning,16
93555,853,Neural_Networks,3
93755,854,Theory,19
93923,855,Rule_Learning,21
94229,856,Neural_Networks,8
94416,857,Rule_Learning,6
94639,858,Genetic_Algorithms,20
94641,859,Genetic_Algorithms,14
94713,860,Probabilistic_Methods,23
94953,861,Neural_Networks,20
95188,862,Case_Based,21
95198,863,Case_Based,22
95225,864,Theory,25
95435,865,Reinforcement_Learning,22
95579,866,Reinforcement_Learning,20
95586,867,Reinforcement_Learning,20
95588,868,Reinforcement_Learning,8
95589,869,Reinforcement_Learning,21
95594,870,Reinforcement_Learning,14
95597,871,Reinforcement_Learning,22
95642,872,Case_Based,26
95718,873,Theory,23
95719,874,Probabilistic_Methods,19
96335,875,Neural_Networks,24
96845,876,Genetic_Algorithms,5
96847,877,Genetic_Algorithms,18
96851,878,Genetic_Algorithms,22
97377,879,Theory,21
97390,880,Genetic_Algorithms,5
97645,881,Genetic_Algorithms,23
97892,882,Case_Based,18
98693,883,Genetic_Algorithms,16
98698,884,Genetic_Algorithms,25
99023,885,Neural_Networks,23
99025,886,Neural_Networks,23
99030,887,Neural_Networks,27
100197,888,Neural_Networks,20
100701,889,Case_Based,18
100935,890,Genetic_Algorithms,20
100961,891,Neural_Networks,4
101143,892,Case_Based,18
101145,893,Case_Based,6
101261,894,Theory,2
101263,895,Theory,21
101660,896,Rule_Learning,14
101662,897,Theory,17
101811,898,Theory,24
102061,899,Genetic_Algorithms,24
102406,900,Theory,22
102879,901,Theory,23
102884,902,Theory,19
102938,903,Neural_Networks,26
102939,904,Neural_Networks,21
103430,905,Neural_Networks,21
103482,906,Neural_Networks,2
103515,907,Genetic_Algorithms,8
103528,908,Case_Based,18
103529,909,Case_Based,2
103531,910,Case_Based,19
103537,911,Probabilistic_Methods,18
103543,912,Probabilistic_Methods,17
104840,913,Theory,20
105057,914,Theory,22
105856,915,Neural_Networks,17
105865,916,Neural_Networks,25
105899,917,Probabilistic_Methods,20
106590,918,Probabilistic_Methods,24
107177,919,Theory,18
107251,920,Theory,23
107252,921,Theory,19
107569,922,Neural_Networks,20
108047,923,Genetic_Algorithms,21
108962,924,Probabilistic_Methods,18
108963,925,Probabilistic_Methods,18
108974,926,Probabilistic_Methods,22
108983,927,Probabilistic_Methods,21
109323,928,Probabilistic_Methods,7
110041,929,Genetic_Algorithms,23
110162,930,Case_Based,24
